"Isotope"	"Halflife"	"Abundance"
"197m1Po"	8.18112633181126e-07	NA
"198Po"	3.3675799086758e-06	NA
"199Po"	1.04261796042618e-05	NA
"199m1Po"	7.85768645357686e-06	NA
"200Po"	2.18797564687976e-05	NA
"201Po"	2.91095890410959e-05	NA
"201m1Po"	1.69330289193303e-05	NA
"202Po"	8.50456621004566e-05	NA
"203Po"	6.98249619482496e-05	NA
"203m1Po"	1.42694063926941e-06	NA
"204Po"	0.00040296803652968	NA
"205Po"	0.000189497716894977	NA
"206Po"	0.0241095890410959	NA
"207Po"	0.000662100456621005	NA
"207m1Po"	8.87874175545408e-08	NA
"208Po"	2.898	NA
"209Po"	102	NA
"210Po"	0.379112328767123	NA
"211Po"	1.63622526636225e-08	NA
"211m1Po"	7.99086757990868e-07	NA
"212m1Po"	1.43011161846778e-06	NA
"216Po"	4.59791983764586e-09	NA
"217Po"	3.17097919837646e-07	NA
"218Po"	5.89802130898021e-06	NA
"195At"	1.99771689497717e-08	NA
"196At"	8.02257737189244e-09	NA
"197At"	1.10984271943176e-08	NA
"197m1At"	1.17326230339929e-07	NA
"198At"	1.33181126331811e-07	NA
"198m1At"	3.17097919837646e-08	NA
"199At"	2.28310502283105e-07	NA
"200At"	1.36352105530188e-06	NA
"200m1At"	1.49036022323694e-06	NA
"200m2At"	1.10984271943176e-07	NA
"201At"	2.82217148655505e-06	NA
"202At"	5.83460172501268e-06	NA
"202m1At"	5.77118214104515e-06	NA
"202m2At"	1.45865043125317e-08	NA
"203At"	1.40791476407915e-05	NA
"204At"	1.75038051750381e-05	NA
"205At"	4.98477929984779e-05	NA
"206At"	5.70776255707763e-05	NA
"207At"	0.000205479452054795	NA
"208At"	0.000186073059360731	NA
"209At"	0.000617579908675799	NA
"210At"	0.000924657534246575	NA
"211At"	0.00082351598173516	NA
"212At"	9.95687468290208e-09	NA
"212m1At"	3.77346524606799e-09	NA
"218At"	4.75646879756469e-08	NA
"219At"	1.77574835109082e-06	NA
"220At"	7.058599695586e-06	NA
"221At"	4.37595129375951e-06	NA
"222At"	1.71232876712329e-06	NA
"223At"	1.58548959918823e-06	NA
"199Rn"	1.9660071029934e-08	NA
"199m1Rn"	1.01471334348047e-08	NA
"200Rn"	3.0441400304414e-08	NA
"201Rn"	2.21968543886352e-07	NA
"201m1Rn"	1.20497209538305e-07	NA
"202Rn"	3.17097919837646e-07	NA
"203Rn"	1.42694063926941e-06	NA
"203m1Rn"	8.87874175545408e-07	NA
"204Rn"	2.35920852359209e-06	NA
"205Rn"	5.32724505327245e-06	NA
"206Rn"	1.07876712328767e-05	NA
"207Rn"	1.75989345509893e-05	NA
"208Rn"	4.63280060882801e-05	NA
"209Rn"	5.42237442922374e-05	NA
"210Rn"	0.000273972602739726	NA
"211Rn"	0.00166666666666667	NA
"212Rn"	4.54718417047184e-05	NA
"219Rn"	1.25570776255708e-07	NA
"220Rn"	1.76306443429731e-06	NA
"221Rn"	4.75646879756469e-05	NA
"222Rn"	0.0104753424657534	NA
"223Rn"	4.41400304414003e-05	NA
"224Rn"	0.000203576864535769	NA
"225Rn"	8.56164383561644e-06	NA
"226Rn"	1.40791476407915e-05	NA
"227Rn"	7.13470319634703e-07	NA
"228Rn"	2.0611364789447e-06	NA
"200m1Fr"	1.80745814307458e-08	NA
"202Fr"	1.078132927448e-08	NA
"202m1Fr"	1.078132927448e-08	NA
"203Fr"	1.74403855910705e-08	NA
"204Fr"	5.39066463723998e-08	NA
"204m1Fr"	8.24454591577879e-08	NA
"204m2Fr"	3.17097919837646e-08	NA
"205Fr"	1.22082699137494e-07	NA
"206Fr"	5.04185692541857e-07	NA
"206m1Fr"	2.21968543886352e-08	NA
"207Fr"	4.69304921359716e-07	NA
"208Fr"	1.87404870624049e-06	NA
"209Fr"	1.58548959918823e-06	NA
"210Fr"	6.05022831050228e-06	NA
"211Fr"	5.89802130898021e-06	NA
"212Fr"	3.80517503805175e-05	NA
"213Fr"	1.09715880263825e-06	NA
"220Fr"	8.6884830035515e-07	NA
"221Fr"	9.32267884322679e-06	NA
"222Fr"	2.70167427701674e-05	NA
"223Fr"	4.14764079147641e-05	NA
"224Fr"	6.33561643835617e-06	NA
"225Fr"	7.6103500761035e-06	NA
"226Fr"	1.55377980720446e-06	NA
"227Fr"	4.69939117199391e-06	NA
"228Fr"	1.20497209538305e-06	NA
"229Fr"	1.58548959918823e-06	NA
"230Fr"	6.05657026889904e-07	NA
"231Fr"	5.5492135971588e-07	NA
"232Fr"	1.58548959918823e-07	NA
"206Ra"	7.6103500761035e-09	NA
"207Ra"	4.1222729578894e-08	NA
"208Ra"	4.1222729578894e-08	NA
"209Ra"	1.45865043125317e-07	NA
"210Ra"	1.17326230339929e-07	NA
"211Ra"	4.1222729578894e-07	NA
"212Ra"	4.1222729578894e-07	NA
"213Ra"	5.2130898021309e-06	NA
"214Ra"	7.80060882800609e-08	NA
"221Ra"	8.87874175545408e-07	NA
"222Ra"	1.20497209538305e-06	NA
"223Ra"	0.0313287671232877	NA
"224Ra"	0.010027397260274	NA
"225Ra"	0.0408219178082192	NA
"226Ra"	1600	NA
"227Ra"	8.02891933028919e-05	NA
"228Ra"	5.75	NA
"229Ra"	7.6103500761035e-06	NA
"230Ra"	0.000176940639269406	NA
"231Ra"	3.26610857432775e-06	NA
"232Ra"	7.92744799594115e-06	NA
"233Ra"	9.51293759512938e-07	NA
"234Ra"	9.51293759512938e-07	NA
"209Ac"	3.17097919837646e-09	NA
"210Ac"	1.10984271943176e-08	NA
"211Ac"	7.92744799594115e-09	NA
"212Ac"	2.94901065449011e-08	NA
"213Ac"	2.53678335870117e-08	NA
"214Ac"	2.6002029426687e-07	NA
"215Ac"	5.39066463723998e-09	NA
"222Ac"	1.58548959918823e-07	NA
"222m1Ac"	1.99771689497717e-06	NA
"223Ac"	3.99543378995434e-06	NA
"224Ac"	0.000317351598173516	NA
"225Ac"	0.0273972602739726	NA
"226Ac"	0.0033527397260274	NA
"227Ac"	21.773	NA
"228Ac"	0.000702054794520548	NA
"229Ac"	0.000119292237442922	NA
"230Ac"	3.86859462201928e-06	NA
"231Ac"	1.42694063926941e-05	NA
"232Ac"	3.77346524606799e-06	NA
"233Ac"	4.59791983764586e-06	NA
"234Ac"	1.39523084728564e-06	NA
"215Th"	3.80517503805175e-08	NA
"216Th"	8.87874175545408e-10	NA
"223Th"	1.90258751902588e-08	NA
"224Th"	3.32952815829528e-08	NA
"225Th"	1.65905631659056e-05	NA
"226Th"	5.8162100456621e-05	NA
"227Th"	0.0512876712328767	NA
"228Th"	1.9116	NA
"229Th"	7340	NA
"230Th"	75380	NA
"231Th"	0.00291324200913242	NA
"232Th"	1.405e+10	100
"233Th"	4.2427701674277e-05	NA
"234Th"	0.066027397260274	NA
"235Th"	1.35083713850837e-05	NA
"236Th"	7.13470319634703e-05	NA
"237Th"	9.51293759512938e-06	NA
"216Pa"	6.34195839675292e-09	NA
"224Pa"	2.5050735667174e-08	NA
"225Pa"	5.39066463723998e-08	NA
"226Pa"	3.42465753424658e-06	NA
"227Pa"	7.2869101978691e-05	NA
"228Pa"	0.00251141552511416	NA
"229Pa"	0.00410958904109589	NA
"230Pa"	0.0476712328767123	NA
"231Pa"	32760	NA
"232Pa"	0.00358904109589041	NA
"233Pa"	0.0738821917808219	NA
"234Pa"	0.000764840182648402	NA
"234m1Pa"	2.22602739726027e-06	NA
"235Pa"	4.66133942161339e-05	NA
"236Pa"	1.73135464231355e-05	NA
"237Pa"	1.65525114155251e-05	NA
"238Pa"	4.37595129375951e-06	NA
"226U"	1.10984271943176e-08	NA
"227U"	2.09284627092846e-06	NA
"228U"	1.73135464231355e-05	NA
"229U"	0.000110350076103501	NA
"230U"	0.056986301369863	NA
"231U"	0.0115068493150685	NA
"232U"	68.9	NA
"233U"	159200	NA
"234U"	245500	0.0055
"235U"	703800000	0.72
"235m1U"	4.75646879756469e-05	NA
"236U"	23420000	NA
"237U"	0.0184931506849315	NA
"238U"	4.468e+09	99.2745
"239U"	4.46156773211568e-05	NA
"240U"	0.00160958904109589	NA
"242U"	3.19634703196347e-05	NA
"227Np"	1.61719939117199e-08	NA
"228Np"	1.94698122780315e-06	NA
"229Np"	7.6103500761035e-06	NA
"230Np"	8.75190258751903e-06	NA
"231Np"	9.28462709284627e-05	NA
"232Np"	2.79680365296804e-05	NA
"233Np"	6.88736681887367e-05	NA
"234Np"	0.0120547945205479	NA
"235Np"	1.08520547945205	NA
"236Np"	154000	NA
"236m1Np"	0.00256849315068493	NA
"237Np"	2144000	NA
"238Np"	0.0058	NA
"239Np"	0.00645616438356164	NA
"240Np"	0.000117770167427702	NA
"240m1Np"	1.37366818873668e-05	NA
"241Np"	2.64459665144597e-05	NA
"242Np"	1.04642313546423e-05	NA
"242m1Np"	4.18569254185693e-06	NA
"243Np"	3.42465753424658e-06	NA
"244Np"	4.35692541856925e-06	NA
"232Pu"	6.48782343987824e-05	NA
"233Pu"	3.97640791476408e-05	NA
"234Pu"	0.00100456621004566	NA
"235Pu"	4.81354642313546e-05	NA
"236Pu"	2.858	NA
"237Pu"	0.123835616438356	NA
"237m1Pu"	5.70776255707763e-09	NA
"238Pu"	87.7	NA
"239Pu"	24110	NA
"240Pu"	6563	NA
"241Pu"	14.35	NA
"242Pu"	373300	NA
"243Pu"	0.000565753424657534	NA
"244Pu"	80800000	NA
"245Pu"	0.0011986301369863	NA
"246Pu"	0.0296986301369863	NA
"247Pu"	0.00621917808219178	NA
"232Am"	2.5050735667174e-06	NA
"234Am"	4.41400304414003e-06	NA
"235Am"	2.85388127853881e-05	NA
"237Am"	0.000138888888888889	NA
"238Am"	0.000186453576864536	NA
"239Am"	0.00135844748858447	NA
"240Am"	0.00579908675799087	NA
"241Am"	432.2	NA
"242Am"	0.00182876712328767	NA
"242m1Am"	141	NA
"243Am"	7370	NA
"244Am"	0.00115296803652968	NA
"244m1Am"	4.94672754946728e-05	NA
"245Am"	0.000234018264840183	NA
"246Am"	7.42009132420091e-05	NA
"246m1Am"	4.75646879756469e-05	NA
"247Am"	4.37595129375951e-05	NA
"238Cm"	0.000273972602739726	NA
"239Cm"	0.000331050228310502	NA
"240Cm"	0.073972602739726	NA
"241Cm"	0.0898630136986301	NA
"242Cm"	0.446027397260274	NA
"243Cm"	29.1	NA
"244Cm"	18.1	NA
"245Cm"	8500	NA
"246Cm"	4730	NA
"247Cm"	15600000	NA
"248Cm"	340000	NA
"249Cm"	0.00012205098934551	NA
"250Cm"	9000	NA
"251Cm"	3.19634703196347e-05	NA
"252Cm"	0.00547945205479452	NA
"238Bk"	4.5662100456621e-06	NA
"240Bk"	9.1324200913242e-06	NA
"242Bk"	1.33181126331811e-05	NA
"243Bk"	0.000513698630136986	NA
"244Bk"	0.000496575342465753	NA
"245Bk"	0.0135342465753425	NA
"246Bk"	0.00493150684931507	NA
"247Bk"	1380	NA
"248Bk"	9	NA
"248m1Bk"	0.00270547945205479	NA
"249Bk"	0.876712328767123	NA
"250Bk"	0.000367237442922374	NA
"251Bk"	0.000105783866057839	NA
"237Cf"	6.65905631659056e-08	NA
"239Cf"	1.23668188736682e-06	NA
"240Cf"	2.01674277016743e-06	NA
"241Cf"	7.19178082191781e-06	NA
"242Cf"	6.6400304414003e-06	NA
"243Cf"	2.03576864535769e-05	NA
"244Cf"	3.6910197869102e-05	NA
"245Cf"	8.56164383561644e-05	NA
"246Cf"	0.00407534246575343	NA
"247Cf"	0.000355022831050228	NA
"248Cf"	0.913698630136986	NA
"249Cf"	351	NA
"250Cf"	13.08	NA
"251Cf"	898	NA
"252Cf"	2.645	NA
"253Cf"	0.0487945205479452	NA
"254Cf"	0.165753424657534	NA
"255Cf"	0.000161719939117199	NA
"256Cf"	2.34018264840183e-05	NA
"241Es"	2.85388127853881e-07	NA
"242Es"	1.26839167935058e-06	NA
"243Es"	6.65905631659056e-07	NA
"244Es"	1.17326230339929e-06	NA
"245Es"	2.09284627092846e-06	NA
"246Es"	1.46499238964992e-05	NA
"247Es"	8.65677321156773e-06	NA
"248Es"	5.13698630136986e-05	NA
"249Es"	0.000194444444444444	NA
"250Es"	0.000981735159817352	NA
"250m1Es"	0.000253424657534247	NA
"251Es"	0.00376712328767123	NA
"252Es"	1.29232876712329	NA
"253Es"	0.0560821917808219	NA
"254Es"	0.755342465753425	NA
"254m1Es"	0.00448630136986301	NA
"255Es"	0.109041095890411	NA
"256Es"	4.83257229832572e-05	NA
"256m1Es"	0.000867579908675799	NA
"243Fm"	5.70776255707763e-09	NA
"245Fm"	1.33181126331811e-07	NA
"246Fm"	3.48807711821411e-08	NA
"247Fm"	1.10984271943176e-06	NA
"247m1Fm"	2.91730086250634e-07	NA
"248Fm"	1.14155251141553e-06	NA
"249Fm"	4.94672754946728e-06	NA
"250Fm"	5.70776255707763e-05	NA
"250m1Fm"	5.70776255707763e-08	NA
"251Fm"	0.000605022831050228	NA
"252Fm"	0.00289840182648402	NA
"253Fm"	0.00821917808219178	NA
"254Fm"	0.00036986301369863	NA
"255Fm"	0.00229109589041096	NA
"256Fm"	0.000299847792998478	NA
"257Fm"	0.275342465753425	NA
"259Fm"	4.75646879756469e-08	NA
"245Md"	1.10984271943176e-08	NA
"246Md"	3.17097919837646e-08	NA
"247Md"	3.55149670218163e-08	NA
"248Md"	2.21968543886352e-07	NA
"249Md"	7.6103500761035e-07	NA
"250Md"	1.64890918315576e-06	NA
"251Md"	7.6103500761035e-06	NA
"252Md"	4.37595129375951e-06	NA
"253Md"	1.14155251141553e-05	NA
"254Md"	1.90258751902588e-05	NA
"254m1Md"	5.32724505327245e-05	NA
"255Md"	5.13698630136986e-05	NA
"256Md"	0.000148592085235921	NA
"257Md"	0.00063013698630137	NA
"258Md"	0.141095890410959	NA
"258m1Md"	0.000108447488584475	NA
"259Md"	0.000182648401826484	NA
"260Md"	0.0871232876712329	NA
"251No"	2.53678335870117e-08	NA
"252No"	7.29325215626585e-08	NA
"253No"	3.23439878234399e-06	NA
"254No"	1.74403855910705e-06	NA
"254m1No"	8.87874175545409e-09	NA
"255No"	5.89802130898021e-06	NA
"256No"	9.2275494672755e-08	NA
"257No"	7.92744799594115e-07	NA
"259No"	0.000110350076103501	NA
"253Lr"	4.1222729578894e-08	NA
"254Lr"	4.1222729578894e-07	NA
"255Lr"	6.97615423642821e-07	NA
"256Lr"	8.87874175545408e-07	NA
"257Lr"	2.04845256215119e-08	NA
"258Lr"	1.23668188736682e-07	NA
"259Lr"	1.99771689497717e-07	NA
"260Lr"	5.70776255707763e-06	NA
"261Lr"	7.42009132420091e-05	NA
"262Lr"	0.000410958904109589	NA
"253Rf"	5.70776255707763e-08	NA
"255Rf"	4.75646879756469e-08	NA
"257Rf"	1.49036022323694e-07	NA
"259Rf"	9.83003551496702e-08	NA
"261Rf"	2.0611364789447e-06	NA
"262Rf"	6.65905631659056e-08	NA
"255Db"	5.07356671740233e-08	NA
"256Db"	8.24454591577879e-08	NA
"257Db"	4.1222729578894e-08	NA
"258Db"	1.39523084728564e-07	NA
"258m1Db"	6.34195839675292e-07	NA
"260Db"	4.81988838153222e-08	NA
"261Db"	5.70776255707763e-08	NA
"262Db"	1.078132927448e-06	NA
"263Db"	8.56164383561644e-07	NA
"259Sg"	1.5220700152207e-08	NA
"261Sg"	7.29325215626586e-09	NA
"263Sg"	2.53678335870117e-08	NA
"263m1Sg"	9.83003551496702e-09	NA
"265Sg"	3.17097919837646e-07	NA
"266Sg"	6.65905631659056e-07	NA
"264Bh"	1.39523084728564e-08	NA
"269Hs"	2.85388127853881e-07	NA
"268Mt"	2.21968543886352e-09	NA
"271Ds"	1.90258751902588e-09	NA
